[0.000000] (-) TimerEvent: {}
[2.362730] (usb_cam) StderrLine: {'line': b'\x1b[01m\x1b[K/home/zaina/catkin_ws/src/usb_cam/src/ros1/usb_cam_node.cpp:173:44:\x1b[m\x1b[K \x1b[01;31m\x1b[Kerror: \x1b[m\x1b[Krequest for member \xe2\x80\x98\x1b[01m\x1b[Kstamp\x1b[m\x1b[K\xe2\x80\x99 in \xe2\x80\x98\x1b[01m\x1b[K* new_image\x1b[m\x1b[K\xe2\x80\x99, which is of non-class type \xe2\x80\x98\x1b[01m\x1b[Kchar\x1b[m\x1b[K\xe2\x80\x99\n'}
[2.362823] (usb_cam) StderrLine: {'line': b'  173 |     m_image.header.stamp.nsec = new_image->\x1b[01;31m\x1b[Kstamp\x1b[m\x1b[K.tv_nsec;\n'}
[2.362913] (usb_cam) StderrLine: {'line': b'      |                                            \x1b[01;31m\x1b[K^~~~~\x1b[m\x1b[K\n'}
[2.363002] (usb_cam) StderrLine: {'line': b'\x1b[01m\x1b[K/home/zaina/catkin_ws/src/usb_cam/src/ros1/usb_cam_node.cpp:176:63:\x1b[m\x1b[K \x1b[01;31m\x1b[Kerror: \x1b[m\x1b[Krequest for member \xe2\x80\x98\x1b[01m\x1b[Kstep\x1b[m\x1b[K\xe2\x80\x99 in \xe2\x80\x98\x1b[01m\x1b[K* new_image\x1b[m\x1b[K\xe2\x80\x99, which is of non-class type \xe2\x80\x98\x1b[01m\x1b[Kchar\x1b[m\x1b[K\xe2\x80\x99\n'}
[2.363093] (usb_cam) StderrLine: {'line': b'  176 |     if (m_image.data.size() != static_cast<size_t>(new_image->\x1b[01;31m\x1b[Kstep\x1b[m\x1b[K * new_image->height)) {\n'}
[2.363225] (usb_cam) StderrLine: {'line': b'      |                                                               \x1b[01;31m\x1b[K^~~~\x1b[m\x1b[K\n'}
[2.363338] (usb_cam) StderrLine: {'line': b'\x1b[01m\x1b[K/home/zaina/catkin_ws/src/usb_cam/src/ros1/usb_cam_node.cpp:176:81:\x1b[m\x1b[K \x1b[01;31m\x1b[Kerror: \x1b[m\x1b[Krequest for member \xe2\x80\x98\x1b[01m\x1b[Kheight\x1b[m\x1b[K\xe2\x80\x99 in \xe2\x80\x98\x1b[01m\x1b[K* new_image\x1b[m\x1b[K\xe2\x80\x99, which is of non-class type \xe2\x80\x98\x1b[01m\x1b[Kchar\x1b[m\x1b[K\xe2\x80\x99\n'}
[2.363433] (usb_cam) StderrLine: {'line': b'  176 |     if (m_image.data.size() != static_cast<size_t>(new_image->step * new_image->\x1b[01;31m\x1b[Kheight\x1b[m\x1b[K)) {\n'}
[2.363519] (usb_cam) StderrLine: {'line': b'      |                                                                                 \x1b[01;31m\x1b[K^~~~~~\x1b[m\x1b[K\n'}
[2.363603] (usb_cam) StderrLine: {'line': b'\x1b[01m\x1b[K/home/zaina/catkin_ws/src/usb_cam/src/ros1/usb_cam_node.cpp:177:34:\x1b[m\x1b[K \x1b[01;31m\x1b[Kerror: \x1b[m\x1b[Krequest for member \xe2\x80\x98\x1b[01m\x1b[Kwidth\x1b[m\x1b[K\xe2\x80\x99 in \xe2\x80\x98\x1b[01m\x1b[K* new_image\x1b[m\x1b[K\xe2\x80\x99, which is of non-class type \xe2\x80\x98\x1b[01m\x1b[Kchar\x1b[m\x1b[K\xe2\x80\x99\n'}
[2.363692] (usb_cam) StderrLine: {'line': b'  177 |       m_image.width = new_image->\x1b[01;31m\x1b[Kwidth\x1b[m\x1b[K;\n'}
[2.363777] (usb_cam) StderrLine: {'line': b'      |                                  \x1b[01;31m\x1b[K^~~~~\x1b[m\x1b[K\n'}
[2.363862] (usb_cam) StderrLine: {'line': b'\x1b[01m\x1b[K/home/zaina/catkin_ws/src/usb_cam/src/ros1/usb_cam_node.cpp:178:35:\x1b[m\x1b[K \x1b[01;31m\x1b[Kerror: \x1b[m\x1b[Krequest for member \xe2\x80\x98\x1b[01m\x1b[Kheight\x1b[m\x1b[K\xe2\x80\x99 in \xe2\x80\x98\x1b[01m\x1b[K* new_image\x1b[m\x1b[K\xe2\x80\x99, which is of non-class type \xe2\x80\x98\x1b[01m\x1b[Kchar\x1b[m\x1b[K\xe2\x80\x99\n'}
[2.363962] (usb_cam) StderrLine: {'line': b'  178 |       m_image.height = new_image->\x1b[01;31m\x1b[Kheight\x1b[m\x1b[K;\n'}
[2.364037] (usb_cam) StderrLine: {'line': b'      |                                   \x1b[01;31m\x1b[K^~~~~~\x1b[m\x1b[K\n'}
[2.364115] (usb_cam) StderrLine: {'line': b'\x1b[01m\x1b[K/home/zaina/catkin_ws/src/usb_cam/src/ros1/usb_cam_node.cpp:179:37:\x1b[m\x1b[K \x1b[01;31m\x1b[Kerror: \x1b[m\x1b[Krequest for member \xe2\x80\x98\x1b[01m\x1b[Kencoding\x1b[m\x1b[K\xe2\x80\x99 in \xe2\x80\x98\x1b[01m\x1b[K* new_image\x1b[m\x1b[K\xe2\x80\x99, which is of non-class type \xe2\x80\x98\x1b[01m\x1b[Kchar\x1b[m\x1b[K\xe2\x80\x99\n'}
[2.364195] (usb_cam) StderrLine: {'line': b'  179 |       m_image.encoding = new_image->\x1b[01;31m\x1b[Kencoding\x1b[m\x1b[K;\n'}
[2.364267] (usb_cam) StderrLine: {'line': b'      |                                     \x1b[01;31m\x1b[K^~~~~~~~\x1b[m\x1b[K\n'}
[2.364345] (usb_cam) StderrLine: {'line': b'\x1b[01m\x1b[K/home/zaina/catkin_ws/src/usb_cam/src/ros1/usb_cam_node.cpp:180:33:\x1b[m\x1b[K \x1b[01;31m\x1b[Kerror: \x1b[m\x1b[Krequest for member \xe2\x80\x98\x1b[01m\x1b[Kstep\x1b[m\x1b[K\xe2\x80\x99 in \xe2\x80\x98\x1b[01m\x1b[K* new_image\x1b[m\x1b[K\xe2\x80\x99, which is of non-class type \xe2\x80\x98\x1b[01m\x1b[Kchar\x1b[m\x1b[K\xe2\x80\x99\n'}
[2.364427] (usb_cam) StderrLine: {'line': b'  180 |       m_image.step = new_image->\x1b[01;31m\x1b[Kstep\x1b[m\x1b[K;\n'}
[2.364501] (usb_cam) StderrLine: {'line': b'      |                                 \x1b[01;31m\x1b[K^~~~\x1b[m\x1b[K\n'}
[2.364574] (usb_cam) StderrLine: {'line': b'\x1b[01m\x1b[K/home/zaina/catkin_ws/src/usb_cam/src/ros1/usb_cam_node.cpp:181:38:\x1b[m\x1b[K \x1b[01;31m\x1b[Kerror: \x1b[m\x1b[Krequest for member \xe2\x80\x98\x1b[01m\x1b[Kstep\x1b[m\x1b[K\xe2\x80\x99 in \xe2\x80\x98\x1b[01m\x1b[K* new_image\x1b[m\x1b[K\xe2\x80\x99, which is of non-class type \xe2\x80\x98\x1b[01m\x1b[Kchar\x1b[m\x1b[K\xe2\x80\x99\n'}
[2.364649] (usb_cam) StderrLine: {'line': b'  181 |       m_image.data.resize(new_image->\x1b[01;31m\x1b[Kstep\x1b[m\x1b[K * new_image->height);\n'}
[2.364723] (usb_cam) StderrLine: {'line': b'      |                                      \x1b[01;31m\x1b[K^~~~\x1b[m\x1b[K\n'}
[2.364797] (usb_cam) StderrLine: {'line': b'\x1b[01m\x1b[K/home/zaina/catkin_ws/src/usb_cam/src/ros1/usb_cam_node.cpp:181:56:\x1b[m\x1b[K \x1b[01;31m\x1b[Kerror: \x1b[m\x1b[Krequest for member \xe2\x80\x98\x1b[01m\x1b[Kheight\x1b[m\x1b[K\xe2\x80\x99 in \xe2\x80\x98\x1b[01m\x1b[K* new_image\x1b[m\x1b[K\xe2\x80\x99, which is of non-class type \xe2\x80\x98\x1b[01m\x1b[Kchar\x1b[m\x1b[K\xe2\x80\x99\n'}
[2.364873] (usb_cam) StderrLine: {'line': b'  181 |       m_image.data.resize(new_image->step * new_image->\x1b[01;31m\x1b[Kheight\x1b[m\x1b[K);\n'}
[2.364951] (usb_cam) StderrLine: {'line': b'      |                                                        \x1b[01;31m\x1b[K^~~~~~\x1b[m\x1b[K\n'}
[2.365023] (usb_cam) StderrLine: {'line': b'\x1b[01m\x1b[K/home/zaina/catkin_ws/src/usb_cam/src/ros1/usb_cam_node.cpp:185:41:\x1b[m\x1b[K \x1b[01;31m\x1b[Kerror: \x1b[m\x1b[Krequest for member \xe2\x80\x98\x1b[01m\x1b[Kimage\x1b[m\x1b[K\xe2\x80\x99 in \xe2\x80\x98\x1b[01m\x1b[K* new_image\x1b[m\x1b[K\xe2\x80\x99, which is of non-class type \xe2\x80\x98\x1b[01m\x1b[Kchar\x1b[m\x1b[K\xe2\x80\x99\n'}
[2.365098] (usb_cam) StderrLine: {'line': b'  185 |     memcpy(&m_image.data[0], new_image->\x1b[01;31m\x1b[Kimage\x1b[m\x1b[K, m_image.data.size());\n'}
[2.365172] (usb_cam) StderrLine: {'line': b'      |                                         \x1b[01;31m\x1b[K^~~~~\x1b[m\x1b[K\n'}
[2.407338] (-) TimerEvent: {}
[2.507722] (-) TimerEvent: {}
[2.608102] (-) TimerEvent: {}
[2.708449] (-) TimerEvent: {}
[2.808806] (-) TimerEvent: {}
[2.909192] (-) TimerEvent: {}
[2.996032] (usb_cam) StderrLine: {'line': b'make[2]: *** [CMakeFiles/usb_cam_node.dir/build.make:63: CMakeFiles/usb_cam_node.dir/src/ros1/usb_cam_node.cpp.o] Error 1\n'}
[2.996406] (usb_cam) StderrLine: {'line': b'make[1]: *** [CMakeFiles/Makefile2:739: CMakeFiles/usb_cam_node.dir/all] Error 2\n'}
[2.996723] (usb_cam) StderrLine: {'line': b'make: *** [Makefile:141: all] Error 2\n'}
[2.999344] (usb_cam) CommandEnded: {'returncode': 2}
[3.009349] (-) TimerEvent: {}
[3.061214] (usb_cam) JobEnded: {'identifier': 'usb_cam', 'rc': 2}
[3.072157] (-) EventReactorShutdown: {}
